hour,3crvBalance,lusdBalance,3crvPerLusd
2021-12-13T14:00:00+00:00,58544529.924368987953424047000000000000000000,39371200.081593266445647991000000000000000000,148.698870755884306640147173232119232655
2021-12-13T15:00:00+00:00,58020181.891026344035424047000000000000000000,39903867.231262928692647991000000000000000000,145.399897094610614300441468562744943117
2021-12-13T16:00:00+00:00,57029482.912843883513424047000000000000000000,40910611.246074247116647991000000000000000000,139.400222034855056704527904067998890928
2021-12-13T20:00:00+00:00,57505101.015797814327424047000000000000000000,40427694.477540530641647991000000000000000000,142.241851183832853265500091891304347598
2021-12-13T21:00:00+00:00,57448549.633009089911424047000000000000000000,40485398.845045115286647991000000000000000000,141.899428613484051196712898060301708052
2021-12-13T22:00:00+00:00,56085196.795008413779964347000000000000000000,41861398.008105848917647991000000000000000000,133.978317647557622822455213065716257644
2021-12-13T23:00:00+00:00,56979700.549297429093531347000000000000000000,40952703.455487068321647991000000000000000000,139.135382383804446010378867558528213644
2021-12-14T05:00:00+00:00,56807207.035950718403531347000000000000000000,41128104.629700727640647991000000000000000000,138.122599004786866504261971767504341324
2021-12-14T06:00:00+00:00,53473810.333303860205531347000000000000000000,44519703.489276359732647991000000000000000000,120.112683019518115721523775604757018902
2021-12-14T07:00:00+00:00,52946192.260241152928531347000000000000000000,43645386.182675067454647991000000000000000000,121.309941075187503760967640765970215157
2021-12-14T08:00:00+00:00,54036130.884607493039531347000000000000000000,43536745.771105098496647991000000000000000000,124.116145861482212885013889193516808170
2021-12-14T09:00:00+00:00,54284611.232399530069531347000000000000000000,43284072.161080545388647991000000000000000000,125.414750789576279930104918817519128829
2021-12-14T10:00:00+00:00,54102293.591722109174531347000000000000000000,43469612.212934613012647991000000000000000000,124.460032738970893290670920755963540021
2021-12-14T11:00:00+00:00,54004874.499399216791531347000000000000000000,43568759.330531137307647991000000000000000000,123.953207135634208715503953736309997293
2021-12-14T12:00:00+00:00,54886312.369263727783531347000000000000000000,42672640.843322979987647991000000000000000000,128.621785023299841330962427481624390663
2021-12-14T14:00:00+00:00,54886320.772246354467426847000000000000000000,42672632.301316194643302691000000000000000000,128.621830461940921382459248322714031957
2021-12-14T15:00:00+00:00,54807393.889473299085426847000000000000000000,42752930.704120993831302691000000000000000000,128.195641764952419030993497766534952076
2021-12-14T16:00:00+00:00,54071664.531568197034976047000000000000000000,43501582.438179118430302691000000000000000000,124.298155379543749852047642802124563411
2021-12-14T17:00:00+00:00,53607797.235172142110976047000000000000000000,43973723.504201335745302691000000000000000000,121.908705843502991225514585747312220466
2021-12-14T19:00:00+00:00,53803596.933165897554976047000000000000000000,43774579.029829833434302691000000000000000000,122.910598172747408597442840318615821048
2021-12-14T20:00:00+00:00,54301685.906534077344893347000000000000000000,43268059.108380246286454691000000000000000000,125.500628004866563628776685390452393018
2021-12-14T21:00:00+00:00,55776651.735837019024170047000000000000000000,41768993.068949577319454691000000000000000000,133.536021909277286978187258925513826138
2021-12-14T22:00:00+00:00,55777463.580628436537263347000000000000000000,41768993.068949577319454691000000000000000000,133.537965563485271766645871498695122387
